user_id,plan_type,billing_date,amount
U00025,Enterprise,2024-04-26,200
U00025,Enterprise,2024-05-26,200
U00025,Enterprise,2024-06-25,200
U00025,Enterprise,2024-07-25,200
U00025,Enterprise,2024-08-24,200
U00025,Enterprise,2024-09-23,200
U00025,Basic,2024-10-23,20
U00025,Basic,2024-11-22,20
U00025,Basic,2024-12-22,20
U00025,Basic,2025-01-21,20
U00025,Basic,2025-02-20,20
U00025,Basic,2025-03-22,20
U00025,Basic,2025-04-21,20
U00025,Basic,2025-05-21,20
U00025,Basic,2025-06-20,20
U00025,Basic,2025-07-20,20
U00025,Basic,2025-08-19,20
U00026,Free,2025-08-01,0
U00027,Free,2023-01-26,0
U00027,Free,2023-02-25,0
U00027,Free,2023-03-27,0
U00028,Free,2024-06-12,0
U00028,Free,2024-07-12,0
U00028,Free,2024-08-11,0
U00028,Free,2024-09-10,0
U00028,Free,2024-10-10,0
U00028,Free,2024-11-09,0
U00029,Free,2025-01-02,0
U00029,Free,2025-02-01,0
U00029,Free,2025-03-03,0
U00029,Free,2025-04-02,0
U00029,Free,2025-05-02,0
U00029,Free,2025-06-01,0
U00029,Free,2025-07-01,0
U00029,Free,2025-07-31,0
U00030,Free,2023-01-05,0
U00031,Basic,2025-02-02,20
U00032,Free,2023-01-19,0
U00032,Free,2023-02-18,0
U00032,Free,2023-03-20,0
U00032,Free,2023-04-19,0
U00032,Free,2023-05-19,0
U00032,Free,2023-06-18,0
U00032,Free,2023-07-18,0
U00032,Free,2023-08-17,0
U00032,Free,2023-09-16,0
U00032,Free,2023-10-16,0
U00033,Pro,2023-01-06,50
U00033,Pro,2023-02-05,50
U00033,Pro,2023-03-07,50
U00033,Pro,2023-04-06,50
U00033,Pro,2023-05-06,50
U00033,Pro,2023-06-05,50
U00033,Pro,2023-07-05,50
U00033,Pro,2023-08-04,50
U00033,Pro,2023-09-03,50
U00033,Pro,2023-10-03,50
U00033,Pro,2023-11-02,50
U00033,Pro,2023-12-02,50
U00033,Pro,2024-01-01,50
U00033,Pro,2024-01-31,50
U00033,Pro,2024-03-01,50
U00033,Pro,2024-03-31,50
U00033,Pro,2024-04-30,50
U00033,Pro,2024-05-30,50
U00034,Free,2025-08-27,0
U00035,Free,2025-08-28,0
U00036,Free,2025-08-08,0
U00037,Pro,2023-03-27,50
U00037,Pro,2023-04-26,50
U00038,Free,2023-01-08,0
U00038,Free,2023-02-07,0
U00038,Free,2023-03-09,0
U00038,Free,2023-04-08,0
U00039,Basic,2025-05-27,20
U00039,Basic,2025-06-26,20
U00039,Basic,2025-07-26,20
U00039,Basic,2025-08-25,20
U00040,Free,2023-11-16,0
U00040,Free,2023-12-16,0
U00041,Basic,2023-01-11,20
U00041,Basic,2023-02-10,20
U00041,Basic,2023-03-12,20
U00041,Basic,2023-04-11,20
U00041,Basic,2023-05-11,20
U00041,Basic,2023-06-10,20
U00041,Basic,2023-07-10,20
U00041,Free,2023-08-09,0
U00041,Free,2023-09-08,0
U00041,Free,2023-10-08,0
U00041,Free,2023-11-07,0
U00041,Free,2023-12-07,0
U00041,Free,2024-01-06,0
U00041,Free,2024-02-05,0
U00041,Free,2024-03-06,0
U00042,Free,2024-04-17,0
U00042,Free,2024-05-17,0
U00042,Free,2024-06-16,0
U00042,Free,2024-07-16,0
U00042,Free,2024-08-15,0
U00042,Free,2024-09-14,0
U00042,Free,2024-10-14,0
U00042,Free,2024-11-13,0
U00043,Enterprise,2023-01-04,200
U00043,Enterprise,2023-02-03,200
U00043,Enterprise,2023-03-05,200
U00043,Enterprise,2023-04-04,200
U00043,Enterprise,2023-05-04,200
U00043,Enterprise,2023-06-03,200
U00043,Enterprise,2023-07-03,200
U00043,Enterprise,2023-08-02,200
U00043,Enterprise,2023-09-01,200
U00043,Enterprise,2023-10-01,200
U00043,Enterprise,2023-10-31,200
U00043,Enterprise,2023-11-30,200
U00043,Enterprise,2023-12-30,200
U00043,Enterprise,2024-01-29,200
U00043,Enterprise,2024-02-28,200
U00043,Enterprise,2024-03-29,200
U00043,Enterprise,2024-04-28,200
U00043,Enterprise,2024-05-28,200
U00043,Enterprise,2024-06-27,200
U00043,Enterprise,2024-07-27,200
U00043,Enterprise,2024-08-26,200
U00043,Enterprise,2024-09-25,200
U00043,Enterprise,2024-10-25,200
U00043,Enterprise,2024-11-24,200
U00043,Enterprise,2024-12-24,200
U00043,Enterprise,2025-01-23,200
U00043,Enterprise,2025-02-22,200
U00043,Enterprise,2025-03-24,200
U00043,Enterprise,2025-04-23,200
U00043,Enterprise,2025-05-23,200
U00043,Enterprise,2025-06-22,200
U00043,Enterprise,2025-07-22,200
U00044,Basic,2025-08-24,20
U00045,Free,2023-02-21,0
U00045,Free,2023-03-23,0
U00045,Free,2023-04-22,0
U00045,Free,2023-05-22,0
U00045,Free,2023-06-21,0
U00045,Free,2023-07-21,0
U00045,Free,2023-08-20,0
U00045,Free,2023-09-19,0
U00045,Free,2023-10-19,0
U00045,Free,2023-11-18,0
U00045,Free,2023-12-18,0
U00045,Free,2024-01-17,0
U00045,Free,2024-02-16,0
U00045,Free,2024-03-17,0
U00045,Free,2024-04-16,0
U00046,Enterprise,2025-05-02,200
U00046,Enterprise,2025-06-01,200
U00046,Enterprise,2025-07-01,200
U00046,Enterprise,2025-07-31,200
U00047,Free,2023-04-03,0
U00047,Free,2023-05-03,0
U00047,Free,2023-06-02,0
U00047,Free,2023-07-02,0
U00047,Free,2023-08-01,0
U00047,Free,2023-08-31,0
U00047,Free,2023-09-30,0
U00048,Basic,2024-06-29,20
U00048,Basic,2024-07-29,20
U00048,Basic,2024-08-28,20
U00048,Basic,2024-09-27,20
U00048,Basic,2024-10-27,20
U00048,Basic,2024-11-26,20
U00048,Basic,2024-12-26,20
U00048,Basic,2025-01-25,20
U00048,Basic,2025-02-24,20
U00048,Basic,2025-03-26,20
U00048,Basic,2025-04-25,20
U00048,Basic,2025-05-25,20
U00048,Basic,2025-06-24,20
U00048,Basic,2025-07-24,20
U00048,Basic,2025-08-23,20
U00049,Pro,2024-09-12,50
U00049,Pro,2024-10-12,50
U00049,Pro,2024-11-11,50
U00049,Pro,2024-12-11,50
U00049,Pro,2025-01-10,50
U00049,Pro,2025-02-09,50
U00049,Enterprise,2025-03-11,200
U00049,Enterprise,2025-04-10,200
U00049,Enterprise,2025-05-10,200
U00049,Enterprise,2025-06-09,200
U00049,Enterprise,2025-07-09,200
U00049,Enterprise,2025-08-08,200
U00050,Free,2023-01-22,0
U00050,Free,2023-02-21,0
U00050,Free,2023-03-23,0
U00051,Free,2025-08-28,0
U00052,Free,2025-07-28,0
U00052,Free,2025-08-27,0
U00053,Pro,2025-08-27,50
U00054,Free,2025-08-23,0
U00055,Free,2025-01-14,0
U00055,Free,2025-02-13,0
U00055,Free,2025-03-15,0
U00055,Free,2025-04-14,0
U00055,Free,2025-05-14,0
U00055,Free,2025-06-13,0
U00055,Free,2025-07-13,0
U00055,Free,2025-08-12,0
U00056,Free,2025-08-25,0
U00057,Basic,2023-01-07,20
U00057,Basic,2023-02-06,20
U00057,Basic,2023-03-08,20
U00057,Basic,2023-04-07,20
U00057,Basic,2023-05-07,20
U00057,Basic,2023-06-06,20
U00057,Basic,2023-07-06,20
U00058,Free,2023-01-25,0
U00059,Free,2023-01-05,0
U00059,Free,2023-02-04,0
U00059,Free,2023-03-06,0
U00059,Free,2023-04-05,0
U00059,Free,2023-05-05,0
U00059,Free,2023-06-04,0
U00059,Free,2023-07-04,0
U00059,Free,2023-08-03,0
U00059,Free,2023-09-02,0
U00060,Enterprise,2023-04-17,200
U00060,Enterprise,2023-05-17,200
U00060,Enterprise,2023-06-16,200
U00060,Enterprise,2023-07-16,200
U00060,Enterprise,2023-08-15,200
U00060,Enterprise,2023-09-14,200
U00060,Enterprise,2023-10-14,200
U00060,Enterprise,2023-11-13,200
U00060,Enterprise,2023-12-13,200
U00060,Enterprise,2024-01-12,200
U00060,Enterprise,2024-02-11,200
U00060,Enterprise,2024-03-12,200
U00060,Enterprise,2024-04-11,200
U00060,Enterprise,2024-05-11,200
U00060,Enterprise,2024-06-10,200
U00060,Enterprise,2024-07-10,200
U00060,Enterprise,2024-08-09,200
U00060,Enterprise,2024-09-08,200
U00060,Enterprise,2024-10-08,200
U00060,Enterprise,2024-11-07,200
U00060,Enterprise,2024-12-07,200
U00060,Enterprise,2025-01-06,200
U00060,Enterprise,2025-02-05,200
U00060,Enterprise,2025-03-07,200
U00060,Enterprise,2025-04-06,200
U00060,Enterprise,2025-05-06,200
U00060,Enterprise,2025-06-05,200
U00060,Enterprise,2025-07-05,200
U00060,Enterprise,2025-08-04,200
U00061,Free,2023-07-22,0
U00061,Free,2023-08-21,0
U00062,Enterprise,2023-02-28,200
U00062,Enterprise,2023-03-30,200
U00062,Enterprise,2023-04-29,200
U00062,Enterprise,2023-05-29,200
U00062,Enterprise,2023-06-28,200
U00063,Free,2025-08-13,0
U00064,Basic,2023-05-29,20
U00064,Basic,2023-06-28,20
U00064,Basic,2023-07-28,20
U00064,Basic,2023-08-27,20
U00064,Basic,2023-09-26,20
U00064,Basic,2023-10-26,20
U00064,Basic,2023-11-25,20
U00064,Basic,2023-12-25,20
U00064,Basic,2024-01-24,20
U00064,Basic,2024-02-23,20
U00064,Basic,2024-03-24,20
U00064,Basic,2024-04-23,20
U00064,Basic,2024-05-23,20
U00064,Basic,2024-06-22,20
U00064,Basic,2024-07-22,20
U00064,Basic,2024-08-21,20
U00064,Basic,2024-09-20,20
U00064,Basic,2024-10-20,20
U00064,Basic,2024-11-19,20
U00064,Basic,2024-12-19,20
U00064,Basic,2025-01-18,20
U00064,Basic,2025-02-17,20
U00064,Basic,2025-03-19,20
U00064,Basic,2025-04-18,20
U00064,Basic,2025-05-18,20
U00064,Basic,2025-06-17,20
U00064,Basic,2025-07-17,20
U00064,Basic,2025-08-16,20
U00065,Free,2023-03-07,0
U00065,Free,2023-04-06,0
U00065,Free,2023-05-06,0
U00065,Free,2023-06-05,0
U00065,Free,2023-07-05,0
U00065,Free,2023-08-04,0
U00065,Free,2023-09-03,0
U00065,Free,2023-10-03,0
U00066,Free,2024-09-01,0
U00066,Free,2024-10-01,0
U00066,Free,2024-10-31,0
U00066,Free,2024-11-30,0
U00066,Free,2024-12-30,0
U00066,Free,2025-01-29,0
U00066,Free,2025-02-28,0
U00066,Free,2025-03-30,0
U00066,Free,2025-04-29,0
U00066,Free,2025-05-29,0
U00066,Free,2025-06-28,0
U00066,Free,2025-07-28,0
U00067,Basic,2023-01-13,20
U00067,Basic,2023-02-12,20
U00067,Basic,2023-03-14,20
U00067,Basic,2023-04-13,20
U00067,Basic,2023-05-13,20
U00067,Basic,2023-06-12,20
U00067,Basic,2023-07-12,20
U00067,Basic,2023-08-11,20
U00067,Basic,2023-09-10,20
U00067,Basic,2023-10-10,20
U00067,Basic,2023-11-09,20
U00067,Basic,2023-12-09,20
U00068,Free,2025-08-06,0
U00069,Basic,2023-01-06,20
U00069,Enterprise,2023-02-05,200
U00070,Free,2025-08-29,0
U00071,Free,2025-07-27,0
U00072,Free,2023-01-26,0
U00072,Free,2023-02-25,0
U00073,Free,2023-01-03,0
U00074,Free,2025-08-10,0
U00075,Basic,2025-06-17,20
U00075,Basic,2025-07-17,20
U00075,Basic,2025-08-16,20
U00076,Free,2025-07-04,0
U00076,Free,2025-08-03,0
U00077,Basic,2025-07-26,20
U00077,Basic,2025-08-25,20
U00078,Free,2023-01-06,0
U00079,Free,2023-05-31,0
U00079,Free,2023-06-30,0
U00080,Free,2023-01-10,0
U00081,Free,2025-08-19,0
U00082,Pro,2025-03-04,50
U00082,Pro,2025-04-03,50
U00082,Pro,2025-05-03,50
U00082,Pro,2025-06-02,50
U00082,Pro,2025-07-02,50
U00082,Pro,2025-08-01,50
U00083,Free,2023-04-24,0
U00083,Free,2023-05-24,0
U00083,Free,2023-06-23,0
U00083,Free,2023-07-23,0
U00083,Free,2023-08-22,0
U00083,Free,2023-09-21,0
U00083,Free,2023-10-21,0
U00083,Free,2023-11-20,0
U00083,Free,2023-12-20,0
U00083,Free,2024-01-19,0
U00083,Free,2024-02-18,0
U00083,Free,2024-03-19,0
U00083,Free,2024-04-18,0
U00084,Free,2023-01-06,0
U00084,Free,2023-02-05,0
U00085,Enterprise,2023-04-02,200
U00086,Basic,2023-04-17,20
U00086,Basic,2023-05-17,20
U00086,Basic,2023-06-16,20
U00086,Basic,2023-07-16,20
U00086,Basic,2023-08-15,20
U00086,Basic,2023-09-14,20
U00086,Basic,2023-10-14,20
U00086,Basic,2023-11-13,20
U00086,Basic,2023-12-13,20
U00086,Basic,2024-01-12,20
U00086,Basic,2024-02-11,20
U00086,Basic,2024-03-12,20
U00086,Basic,2024-04-11,20
U00086,Basic,2024-05-11,20
U00086,Basic,2024-06-10,20
U00086,Basic,2024-07-10,20
U00086,Basic,2024-08-09,20
U00087,Free,2025-07-04,0
U00087,Free,2025-08-03,0
U00088,Free,2025-03-28,0
U00088,Free,2025-04-27,0
U00088,Free,2025-05-27,0
U00089,Free,2025-08-22,0
U00090,Basic,2024-02-11,20
U00090,Basic,2024-03-12,20
U00090,Basic,2024-04-11,20
U00090,Basic,2024-05-11,20
U00090,Basic,2024-06-10,20
U00091,Basic,2023-01-11,20
U00091,Basic,2023-02-10,20
U00091,Basic,2023-03-12,20
U00091,Basic,2023-04-11,20
U00092,Enterprise,2025-06-23,200
U00092,Enterprise,2025-07-23,200
U00092,Enterprise,2025-08-22,200
U00093,Pro,2025-07-22,50
U00093,Pro,2025-08-21,50
U00094,Enterprise,2024-10-20,200
U00094,Enterprise,2024-11-19,200
U00094,Enterprise,2024-12-19,200
U00094,Enterprise,2025-01-18,200
U00094,Enterprise,2025-02-17,200
U00094,Enterprise,2025-03-19,200
U00094,Enterprise,2025-04-18,200
U00094,Enterprise,2025-05-18,200
U00094,Enterprise,2025-06-17,200
U00094,Enterprise,2025-07-17,200
U00094,Enterprise,2025-08-16,200
U00095,Free,2025-07-26,0
U00095,Free,2025-08-25,0
U00096,Pro,2024-04-13,50
U00096,Pro,2024-05-13,50
U00096,Pro,2024-06-12,50
U00096,Pro,2024-07-12,50
U00096,Pro,2024-08-11,50
U00096,Pro,2024-09-10,50
U00096,Pro,2024-10-10,50
U00096,Pro,2024-11-09,50
U00096,Pro,2024-12-09,50
U00096,Pro,2025-01-08,50
U00096,Pro,2025-02-07,50
U00097,Basic,2024-07-07,20
U00097,Basic,2024-08-06,20
U00097,Basic,2024-09-05,20
U00097,Basic,2024-10-05,20
U00097,Basic,2024-11-04,20
U00097,Basic,2024-12-04,20
U00098,Free,2023-10-15,0
U00098,Free,2023-11-14,0
U00098,Free,2023-12-14,0
U00098,Free,2024-01-13,0
U00098,Free,2024-02-12,0
U00098,Free,2024-03-13,0
U00098,Free,2024-04-12,0
U00098,Free,2024-05-12,0
U00098,Free,2024-06-11,0
U00098,Free,2024-07-11,0
U00098,Free,2024-08-10,0
U00098,Free,2024-09-09,0
U00098,Free,2024-10-09,0
U00098,Free,2024-11-08,0
U00098,Free,2024-12-08,0
U00098,Free,2025-01-07,0
U00098,Free,2025-02-06,0
U00098,Free,2025-03-08,0
U00098,Free,2025-04-07,0
U00098,Free,2025-05-07,0
U00098,Free,2025-06-06,0
U00098,Free,2025-07-06,0
U00099,Free,2023-01-04,0
U00099,Free,2023-02-03,0
U00099,Free,2023-03-05,0
U00099,Free,2023-04-04,0
U00100,Basic,2023-01-09,20
U00100,Basic,2023-02-08,20
U00100,Basic,2023-03-10,20
U00101,Free,2023-01-04,0
U00101,Free,2023-02-03,0
U00102,Free,2025-03-26,0
U00102,Free,2025-04-25,0
U00103,Pro,2023-04-05,50
U00103,Pro,2023-05-05,50
U00103,Pro,2023-06-04,50
U00103,Pro,2023-07-04,50
U00103,Pro,2023-08-03,50
U00103,Pro,2023-09-02,50
U00103,Pro,2023-10-02,50
U00103,Pro,2023-11-01,50
U00103,Pro,2023-12-01,50
U00103,Pro,2023-12-31,50
U00103,Pro,2024-01-30,50
U00103,Pro,2024-02-29,50
U00103,Pro,2024-03-30,50
U00103,Pro,2024-04-29,50
U00103,Pro,2024-05-29,50
U00103,Pro,2024-06-28,50
U00103,Pro,2024-07-28,50
U00103,Pro,2024-08-27,50
U00103,Pro,2024-09-26,50
U00103,Pro,2024-10-26,50
U00103,Pro,2024-11-25,50
U00103,Pro,2024-12-25,50
U00103,Pro,2025-01-24,50
U00103,Pro,2025-02-23,50
U00103,Pro,2025-03-25,50
U00103,Pro,2025-04-24,50
U00104,Pro,2024-05-27,50
U00104,Pro,2024-06-26,50
U00104,Pro,2024-07-26,50
U00104,Pro,2024-08-25,50
U00105,Basic,2025-08-24,20
U00106,Free,2023-02-15,0
U00106,Free,2023-03-17,0
U00106,Free,2023-04-16,0
U00106,Free,2023-05-16,0
U00106,Free,2023-06-15,0
U00106,Free,2023-07-15,0
U00106,Free,2023-08-14,0
U00106,Free,2023-09-13,0
U00106,Free,2023-10-13,0
U00106,Free,2023-11-12,0
U00106,Free,2023-12-12,0
U00106,Free,2024-01-11,0
U00106,Free,2024-02-10,0
U00106,Free,2024-03-11,0
U00107,Free,2023-09-05,0
U00107,Free,2023-10-05,0
U00107,Free,2023-11-04,0
U00107,Free,2023-12-04,0
U00107,Free,2024-01-03,0
U00107,Free,2024-02-02,0
U00107,Free,2024-03-03,0
U00107,Free,2024-04-02,0
U00107,Free,2024-05-02,0
U00107,Free,2024-06-01,0
U00107,Free,2024-07-01,0
U00107,Free,2024-07-31,0
U00107,Free,2024-08-30,0
U00107,Free,2024-09-29,0
U00107,Free,2024-10-29,0
U00108,Basic,2025-07-19,20
U00108,Enterprise,2025-08-18,200
U00109,Enterprise,2023-02-06,200
U00109,Enterprise,2023-03-08,200
U00109,Enterprise,2023-04-07,200
U00109,Enterprise,2023-05-07,200
U00109,Enterprise,2023-06-06,200
U00109,Enterprise,2023-07-06,200
U00109,Enterprise,2023-08-05,200
U00109,Enterprise,2023-09-04,200
U00109,Enterprise,2023-10-04,200
U00109,Enterprise,2023-11-03,200
U00109,Enterprise,2023-12-03,200
U00109,Enterprise,2024-01-02,200
U00109,Enterprise,2024-02-01,200
U00109,Enterprise,2024-03-02,200
U00109,Enterprise,2024-04-01,200
U00109,Enterprise,2024-05-01,200
U00109,Enterprise,2024-05-31,200
U00109,Enterprise,2024-06-30,200
U00109,Enterprise,2024-07-30,200
U00109,Enterprise,2024-08-29,200
U00109,Enterprise,2024-09-28,200
U00109,Enterprise,2024-10-28,200
U00109,Enterprise,2024-11-27,200
U00109,Enterprise,2024-12-27,200
U00109,Enterprise,2025-01-26,200
U00109,Enterprise,2025-02-25,200
U00109,Enterprise,2025-03-27,200
U00109,Enterprise,2025-04-26,200
U00109,Enterprise,2025-05-26,200
U00109,Enterprise,2025-06-25,200
U00109,Enterprise,2025-07-25,200
U00110,Basic,2023-01-07,20
U00110,Basic,2023-02-06,20
U00110,Basic,2023-03-08,20
U00110,Basic,2023-04-07,20
U00111,Free,2023-03-14,0
U00112,Free,2023-01-17,0
U00112,Free,2023-02-16,0
U00113,Enterprise,2025-08-26,200
U00114,Free,2025-08-08,0
U00115,Pro,2025-03-21,50
U00115,Pro,2025-04-20,50
U00115,Pro,2025-05-20,50
U00116,Basic,2025-08-20,20
U00117,Free,2025-08-07,0
U00118,Free,2023-01-23,0
U00118,Free,2023-02-22,0
U00118,Free,2023-03-24,0
U00118,Free,2023-04-23,0
U00118,Free,2023-05-23,0
U00118,Free,2023-06-22,0
U00118,Free,2023-07-22,0
U00118,Free,2023-08-21,0
U00118,Free,2023-09-20,0
U00119,Pro,2025-08-23,50
U00120,Free,2024-08-22,0
U00120,Free,2024-09-21,0
U00121,Free,2025-08-08,0
U00122,Basic,2025-08-23,20
U00123,Free,2023-04-09,0
U00123,Free,2023-05-09,0
U00123,Free,2023-06-08,0
U00123,Free,2023-07-08,0
U00123,Free,2023-08-07,0
U00123,Free,2023-09-06,0
U00124,Free,2023-01-09,0
U00125,Basic,2023-02-05,20
U00125,Basic,2023-03-07,20
U00125,Basic,2023-04-06,20
U00125,Basic,2023-05-06,20
U00125,Basic,2023-06-05,20
U00125,Basic,2023-07-05,20
U00125,Basic,2023-08-04,20
U00125,Basic,2023-09-03,20
U00125,Basic,2023-10-03,20
U00125,Basic,2023-11-02,20
U00125,Basic,2023-12-02,20
U00125,Basic,2024-01-01,20
U00125,Basic,2024-01-31,20
U00125,Basic,2024-03-01,20
U00125,Basic,2024-03-31,20
U00125,Pro,2024-04-30,50
U00125,Pro,2024-05-30,50
U00125,Pro,2024-06-29,50
U00125,Pro,2024-07-29,50
U00125,Pro,2024-08-28,50
U00125,Pro,2024-09-27,50
U00125,Pro,2024-10-27,50
U00125,Pro,2024-11-26,50
U00125,Pro,2024-12-26,50
U00125,Pro,2025-01-25,50
U00125,Pro,2025-02-24,50
U00125,Pro,2025-03-26,50
U00125,Pro,2025-04-25,50
U00125,Pro,2025-05-25,50
U00125,Pro,2025-06-24,50
U00126,Free,2023-10-14,0
U00126,Free,2023-11-13,0
U00126,Free,2023-12-13,0
U00126,Free,2024-01-12,0
U00126,Free,2024-02-11,0
U00126,Free,2024-03-12,0
U00126,Free,2024-04-11,0
U00127,Free,2025-08-11,0
U00128,Basic,2025-08-19,20
U00129,Free,2023-01-03,0
U00129,Free,2023-02-02,0
U00129,Free,2023-03-04,0
U00130,Pro,2024-06-02,50
U00130,Pro,2024-07-02,50
U00130,Pro,2024-08-01,50
U00130,Pro,2024-08-31,50
U00130,Pro,2024-09-30,50
U00130,Pro,2024-10-30,50
U00130,Pro,2024-11-29,50
U00130,Pro,2024-12-29,50
U00131,Basic,2023-09-21,20
U00132,Free,2023-02-03,0
U00132,Free,2023-03-05,0
U00132,Free,2023-04-04,0
U00133,Basic,2023-01-11,20
U00133,Basic,2023-02-10,20
U00134,Basic,2023-05-02,20
U00134,Basic,2023-06-01,20
U00134,Basic,2023-07-01,20
U00134,Basic,2023-07-31,20
U00134,Basic,2023-08-30,20
U00134,Basic,2023-09-29,20
U00134,Basic,2023-10-29,20
U00134,Basic,2023-11-28,20
U00134,Basic,2023-12-28,20
U00134,Basic,2024-01-27,20
U00135,Free,2025-08-27,0
U00136,Free,2023-04-15,0
U00137,Free,2024-06-25,0
U00137,Free,2024-07-25,0
U00137,Free,2024-08-24,0
U00137,Free,2024-09-23,0
U00137,Free,2024-10-23,0
U00137,Free,2024-11-22,0
U00138,Free,2025-06-14,0
U00138,Free,2025-07-14,0
U00138,Free,2025-08-13,0
U00139,Free,2023-06-08,0
U00139,Free,2023-07-08,0
U00139,Free,2023-08-07,0
U00139,Free,2023-09-06,0
U00139,Free,2023-10-06,0
U00139,Free,2023-11-05,0
U00140,Pro,2025-08-28,50
U00141,Free,2025-08-28,0
U00142,Basic,2023-02-17,20
U00142,Basic,2023-03-19,20
U00142,Basic,2023-04-18,20
U00142,Basic,2023-05-18,20
U00142,Basic,2023-06-17,20
U00142,Basic,2023-07-17,20
U00142,Basic,2023-08-16,20
U00142,Basic,2023-09-15,20
U00142,Basic,2023-10-15,20
U00142,Basic,2023-11-14,20
U00142,Basic,2023-12-14,20
U00142,Basic,2024-01-13,20
U00143,Pro,2024-04-23,50
U00143,Pro,2024-05-23,50
U00143,Pro,2024-06-22,50
